Sales,Date,Region
1713.0,2018-10-13,South
1581.0,2018-10-13,North
1602.0,2018-10-14,West
1728.0,2018-10-14,North
1755.0,2018-10-14,South
1503.0,2018-10-14,East
1548.0,2018-10-15,East
1626.0,2018-10-15,West
1605.0,2018-10-15,North
1719.0,2018-10-15,South
1788.0,2018-10-16,West
1650.0,2018-10-16,East
1662.0,2018-10-16,South
1551.0,2018-10-16,North
1536.0,2018-10-17,North
1551.0,2018-10-17,South
1656.0,2018-10-17,East
1644.0,2018-10-17,West
1509.0,2018-10-18,East
1674.0,2018-10-18,West
1692.0,2018-10-18,North
1518.0,2018-10-18,South
1521.0,2018-10-19,North
1632.0,2018-10-19,South
1794.0,2018-10-19,East
1689.0,2018-10-19,West
1710.0,2018-10-20,West
1692.0,2018-10-20,North
1662.0,2018-10-20,South
1776.0,2018-10-20,East
1767.0,2018-10-21,East
1767.0,2018-10-21,West
1569.0,2018-10-21,North
1704.0,2018-10-21,South
1542.0,2018-10-22,North
1707.0,2018-10-22,South
1578.0,2018-10-22,East
1521.0,2018-10-22,West
1764.0,2018-10-23,North
1683.0,2018-10-23,South
1602.0,2018-10-23,East
1755.0,2018-10-23,West
1542.0,2018-10-24,West
1692.0,2018-10-24,East
1629.0,2018-10-24,South
1650.0,2018-10-24,North
1629.0,2018-10-25,North
1587.0,2018-10-25,South
1635.0,2018-10-25,East
1653.0,2018-10-25,West
1707.0,2018-10-26,West
1596.0,2018-10-26,North
1524.0,2018-10-26,South
1545.0,2018-10-26,East
1785.0,2018-10-27,West
1686.0,2018-10-27,East
1509.0,2018-10-27,North
1509.0,2018-10-27,South
1635.0,2018-10-28,North
1752.0,2018-10-28,South
1785.0,2018-10-28,East
1755.0,2018-10-28,West
1782.0,2018-10-29,West
1707.0,2018-10-29,North
1701.0,2018-10-29,South
1599.0,2018-10-29,East
1776.0,2018-10-30,West
1530.0,2018-10-30,East
1719.0,2018-10-30,South
1677.0,2018-10-30,North
1506.0,2018-10-31,West
1674.0,2018-10-31,North
1641.0,2018-10-31,South
1596.0,2018-10-31,East
1593.0,2018-11-01,East
1551.0,2018-11-01,West
1692.0,2018-11-01,North
1623.0,2018-11-01,South
1791.0,2018-11-02,West
1530.0,2018-11-02,East
1728.0,2018-11-02,North
1608.0,2018-11-02,South
1704.0,2018-11-03,North
1653.0,2018-11-03,South
1548.0,2018-11-03,East
1626.0,2018-11-03,West
1644.0,2018-11-04,West
1695.0,2018-11-04,North
1590.0,2018-11-04,South
1530.0,2018-11-04,East
1611.0,2018-11-05,North
1617.0,2018-11-05,South
1776.0,2018-11-05,East
1641.0,2018-11-05,West
1773.0,2018-11-06,East
1641.0,2018-11-06,West
1740.0,2018-11-06,North
1590.0,2018-11-06,South
1755.0,2018-11-07,South
1650.0,2018-11-07,East
1527.0,2018-11-07,North
1593.0,2018-11-07,West
1569.0,2018-11-08,West
1623.0,2018-11-08,South
1548.0,2018-11-08,North
1500.0,2018-11-08,East
1647.0,2018-11-09,North
1662.0,2018-11-09,South
1710.0,2018-11-09,East
1719.0,2018-11-09,West
1566.0,2018-11-10,East
1770.0,2018-11-10,West
1590.0,2018-11-10,North
1539.0,2018-11-10,South
1722.0,2018-11-11,North
1524.0,2018-11-11,South
1641.0,2018-11-11,East
1662.0,2018-11-11,West
1797.0,2018-11-12,West
1716.0,2018-11-12,North
1611.0,2018-11-12,South
1569.0,2018-11-12,East
1776.0,2018-11-13,East
1644.0,2018-11-13,West
1698.0,2018-11-13,North
1581.0,2018-11-13,South
1563.0,2018-11-14,North
1707.0,2018-11-14,South
1533.0,2018-11-14,East
1572.0,2018-11-14,West
1623.0,2018-11-15,North
1698.0,2018-11-15,South
1521.0,2018-11-15,East
1707.0,2018-11-15,West
1578.0,2018-11-16,West
1662.0,2018-11-16,East
1776.0,2018-11-16,South
1587.0,2018-11-16,North
1554.0,2018-11-17,North
1515.0,2018-11-17,South
1602.0,2018-11-17,East
1557.0,2018-11-17,West
1647.0,2018-11-18,West
1521.0,2018-11-18,North
1740.0,2018-11-18,South
1617.0,2018-11-18,East
1725.0,2018-11-19,East
1563.0,2018-11-19,West
1551.0,2018-11-19,North
1500.0,2018-11-19,South
1791.0,2018-11-20,North
1578.0,2018-11-20,South
1632.0,2018-11-20,East
1674.0,2018-11-20,West
1617.0,2018-11-21,North
1509.0,2018-11-21,South
1644.0,2018-11-21,East
1542.0,2018-11-21,West
1737.0,2018-11-22,West
1710.0,2018-11-22,East
1650.0,2018-11-22,North
1758.0,2018-11-22,South
1779.0,2018-11-23,North
1743.0,2018-11-23,South
1560.0,2018-11-23,East
1719.0,2018-11-23,West
1689.0,2018-11-24,North
1605.0,2018-11-24,South
1683.0,2018-11-24,East
1518.0,2018-11-24,West
1731.0,2018-11-25,West
1704.0,2018-11-25,East
1671.0,2018-11-25,South
1665.0,2018-11-25,North
1653.0,2018-11-26,North
1542.0,2018-11-26,South
1659.0,2018-11-26,East
1650.0,2018-11-26,West
1644.0,2018-11-27,West
1773.0,2018-11-27,North
1647.0,2018-11-27,South
1725.0,2018-11-27,East
1677.0,2018-11-28,West
1719.0,2018-11-28,East
1728.0,2018-11-28,South
1767.0,2018-11-28,North
1686.0,2018-11-29,West
1686.0,2018-11-29,North
1527.0,2018-11-29,South
1689.0,2018-11-29,East
1755.0,2018-11-30,East
1551.0,2018-11-30,West
1641.0,2018-11-30,North
1665.0,2018-11-30,South
1656.0,2018-12-01,West
1536.0,2018-12-01,East
1527.0,2018-12-01,South
1665.0,2018-12-01,North
1563.0,2018-12-02,North
1554.0,2018-12-02,South
1602.0,2018-12-02,East
1737.0,2018-12-02,West
1572.0,2018-12-03,East
1608.0,2018-12-03,West
1506.0,2018-12-03,North
1755.0,2018-12-03,South
1722.0,2018-12-04,North
1788.0,2018-12-04,South
1788.0,2018-12-04,East
1587.0,2018-12-04,West
1518.0,2018-12-05,West
1677.0,2018-12-05,North
1725.0,2018-12-05,South
1731.0,2018-12-05,East
1662.0,2018-12-06,West
1662.0,2018-12-06,East
1737.0,2018-12-06,North
1797.0,2018-12-06,South
1716.0,2018-12-07,North
1596.0,2018-12-07,South
1653.0,2018-12-07,East
1635.0,2018-12-07,West
1719.0,2018-12-08,West
1782.0,2018-12-08,North
1773.0,2018-12-08,South
1755.0,2018-12-08,East
1659.0,2018-12-09,West
1665.0,2018-12-09,East
1737.0,2018-12-09,North
1548.0,2018-12-09,South
1767.0,2018-12-10,West
1659.0,2018-12-10,North
1575.0,2018-12-10,South
1509.0,2018-12-10,East
1527.0,2018-12-11,South
1575.0,2018-12-11,East
1509.0,2018-12-11,North
1620.0,2018-12-11,West
1743.0,2018-12-12,West
1773.0,2018-12-12,East
1623.0,2018-12-12,South
1623.0,2018-12-12,North
1719.0,2018-12-13,North
1782.0,2018-12-13,South
1713.0,2018-12-13,East
1593.0,2018-12-13,West
1569.0,2018-12-14,East
1704.0,2018-12-14,West
1716.0,2018-12-14,North
1686.0,2018-12-14,South
1554.0,2018-12-15,North
1545.0,2018-12-15,South
1587.0,2018-12-15,East
1800.0,2018-12-15,West
1641.0,2018-12-16,West
1635.0,2018-12-16,North
1620.0,2018-12-16,South
1800.0,2018-12-16,East
1626.0,2018-12-17,East
1716.0,2018-12-17,West
1635.0,2018-12-17,North
1527.0,2018-12-17,South
1755.0,2018-12-18,North
1755.0,2018-12-18,South
1605.0,2018-12-18,East
1779.0,2018-12-18,West
1566.0,2018-12-19,North
1566.0,2018-12-19,South
1797.0,2018-12-19,East
1770.0,2018-12-19,West
1626.0,2018-12-20,West
1767.0,2018-12-20,East
1551.0,2018-12-20,South
1731.0,2018-12-20,North
1659.0,2018-12-21,North
1710.0,2018-12-21,South
1542.0,2018-12-21,East
1569.0,2018-12-21,West
1527.0,2018-12-22,West
1776.0,2018-12-22,North
1578.0,2018-12-22,South
1668.0,2018-12-22,East
1710.0,2018-12-23,East
1731.0,2018-12-23,West
1770.0,2018-12-23,North
1623.0,2018-12-23,South
1500.0,2018-12-24,West
1719.0,2018-12-24,East
1632.0,2018-12-24,South
1740.0,2018-12-24,North
1512.0,2018-12-25,North
1605.0,2018-12-25,South
1623.0,2018-12-25,East
1533.0,2018-12-25,West
1683.0,2018-12-26,North
1734.0,2018-12-26,South
1545.0,2018-12-26,East
1587.0,2018-12-26,West
1713.0,2018-12-27,West
1632.0,2018-12-27,East
1578.0,2018-12-27,North
1650.0,2018-12-27,South
1650.0,2018-12-28,North
1794.0,2018-12-28,South
1764.0,2018-12-28,East
1797.0,2018-12-28,West
1626.0,2018-12-29,North
1794.0,2018-12-29,South
1695.0,2018-12-29,East
1740.0,2018-12-29,West
1689.0,2018-12-30,West
1599.0,2018-12-30,East
1758.0,2018-12-30,North
1785.0,2018-12-30,South
1527.0,2018-12-31,North
1710.0,2018-12-31,South
1590.0,2018-12-31,East
1653.0,2018-12-31,West
1551.0,2019-01-01,West
1518.0,2019-01-01,North
1632.0,2019-01-01,South
1755.0,2019-01-01,East
1794.0,2019-01-02,West
1692.0,2019-01-02,East
1767.0,2019-01-02,North
1605.0,2019-01-02,South
1575.0,2019-01-03,East
1695.0,2019-01-03,North
1737.0,2019-01-03,South
1509.0,2019-01-03,West
1638.0,2019-01-04,West
1590.0,2019-01-04,East
1500.0,2019-01-04,South
1590.0,2019-01-04,North
1761.0,2019-01-05,North
1590.0,2019-01-05,South
1725.0,2019-01-05,East
1551.0,2019-01-05,West
1794.0,2019-01-06,East
1638.0,2019-01-06,West
1644.0,2019-01-06,North
1779.0,2019-01-06,South
1644.0,2019-01-07,North
1647.0,2019-01-07,South
1692.0,2019-01-07,East
1623.0,2019-01-07,West
1701.0,2019-01-08,West
1722.0,2019-01-08,North
1551.0,2019-01-08,South
1731.0,2019-01-08,East
1764.0,2019-01-09,East
1635.0,2019-01-09,West
1500.0,2019-01-09,North
1764.0,2019-01-09,South
1767.0,2019-01-10,North
1551.0,2019-01-10,South
1512.0,2019-01-10,East
1686.0,2019-01-10,West
1662.0,2019-01-11,North
1512.0,2019-01-11,South
1608.0,2019-01-11,East
1611.0,2019-01-11,West
1752.0,2019-01-12,West
1707.0,2019-01-12,East
1566.0,2019-01-12,North
1773.0,2019-01-12,South
1551.0,2019-01-13,North
1503.0,2019-01-13,South
1536.0,2019-01-13,East
1728.0,2019-01-13,West
1698.0,2019-01-14,East
1692.0,2019-01-14,North
1521.0,2019-01-14,South
1791.0,2019-01-14,West
1503.0,2019-01-15,West
1617.0,2019-01-15,East
1761.0,2019-01-15,South
1605.0,2019-01-15,North
1548.0,2019-01-16,North
1734.0,2019-01-16,South
1506.0,2019-01-16,East
1533.0,2019-01-16,West
1590.0,2019-01-17,North
1707.0,2019-01-17,South
1509.0,2019-01-17,East
1653.0,2019-01-17,West
1734.0,2019-01-18,West
1635.0,2019-01-18,East
1572.0,2019-01-18,North
1563.0,2019-01-18,South
1587.0,2019-01-19,North
1506.0,2019-01-19,South
1689.0,2019-01-19,East
1701.0,2019-01-19,West
1707.0,2019-01-20,North
1557.0,2019-01-20,South
1722.0,2019-01-20,East
1629.0,2019-01-20,West
1593.0,2019-01-21,West
1614.0,2019-01-21,East
1611.0,2019-01-21,North
1515.0,2019-01-21,South
1719.0,2019-01-22,North
1506.0,2019-01-22,South
1794.0,2019-01-22,East
1731.0,2019-01-22,West
1662.0,2019-01-23,West
1662.0,2019-01-23,North
1728.0,2019-01-23,South
1563.0,2019-01-23,East
1518.0,2019-01-24,West
1557.0,2019-01-24,East
1647.0,2019-01-24,North
1638.0,2019-01-24,South
1707.0,2019-01-25,East
1560.0,2019-01-25,North
1656.0,2019-01-25,South
1767.0,2019-01-25,West
1647.0,2019-01-26,West
1653.0,2019-01-26,East
1686.0,2019-01-26,South
1671.0,2019-01-26,North
1524.0,2019-01-27,North
1503.0,2019-01-27,South
1533.0,2019-01-27,East
1785.0,2019-01-27,West
1560.0,2019-01-28,East
1782.0,2019-01-28,West
1731.0,2019-01-28,North
1782.0,2019-01-28,South
1500.0,2019-01-29,North
1728.0,2019-01-29,South
1605.0,2019-01-29,East
1614.0,2019-01-29,West
1641.0,2019-01-30,West
1782.0,2019-01-30,North
1638.0,2019-01-30,South
1797.0,2019-01-30,East
1599.0,2019-01-31,East
1740.0,2019-01-31,West
1650.0,2019-01-31,North
1536.0,2019-01-31,South
1749.0,2019-02-01,North
1581.0,2019-02-01,South
1662.0,2019-02-01,East
1509.0,2019-02-01,West
1596.0,2019-02-02,North
1638.0,2019-02-02,South
1746.0,2019-02-02,East
1611.0,2019-02-02,West
1749.0,2019-02-03,West
1734.0,2019-02-03,East
1722.0,2019-02-03,South
1602.0,2019-02-03,North
1548.0,2019-02-04,North
1647.0,2019-02-04,South
1560.0,2019-02-04,East
1542.0,2019-02-04,West
1524.0,2019-02-05,West
1617.0,2019-02-05,North
1659.0,2019-02-05,South
1674.0,2019-02-05,East
1563.0,2019-02-06,East
1692.0,2019-02-06,West
1551.0,2019-02-06,North
1722.0,2019-02-06,South
1584.0,2019-02-07,South
1662.0,2019-02-07,East
1734.0,2019-02-07,North
1545.0,2019-02-07,West
1788.0,2019-02-08,West
1719.0,2019-02-08,East
1662.0,2019-02-08,North
1614.0,2019-02-08,South
1779.0,2019-02-09,North
1665.0,2019-02-09,South
1605.0,2019-02-09,East
1641.0,2019-02-09,West
1725.0,2019-02-10,North
1611.0,2019-02-10,South
1560.0,2019-02-10,East
1575.0,2019-02-10,West
1551.0,2019-02-11,West
1536.0,2019-02-11,East
1773.0,2019-02-11,South
1563.0,2019-02-11,North
1572.0,2019-02-12,North
1608.0,2019-02-12,South
1752.0,2019-02-12,East
1734.0,2019-02-12,West
1686.0,2019-02-13,North
1782.0,2019-02-13,South
1500.0,2019-02-13,East
1731.0,2019-02-13,West
1644.0,2019-02-14,West
1560.0,2019-02-14,East
1725.0,2019-02-14,North
1578.0,2019-02-14,South
1566.0,2019-02-15,North
1584.0,2019-02-15,South
1695.0,2019-02-15,East
1734.0,2019-02-15,West
1794.0,2019-02-16,North
1731.0,2019-02-16,South
1674.0,2019-02-16,East
1599.0,2019-02-16,West
1653.0,2019-02-17,South
1641.0,2019-02-17,West
1512.0,2019-02-17,North
1722.0,2019-02-17,East
1695.0,2019-02-18,North
1749.0,2019-02-18,South
1728.0,2019-02-18,East
1764.0,2019-02-18,West
1596.0,2019-02-19,East
1716.0,2019-02-19,North
1599.0,2019-02-19,South
1644.0,2019-02-19,West
1656.0,2019-02-20,West
1566.0,2019-02-20,East
1740.0,2019-02-20,North
1641.0,2019-02-20,South
1599.0,2019-02-21,North
1725.0,2019-02-21,South
1731.0,2019-02-21,East
1719.0,2019-02-21,West
1713.0,2019-02-22,West
1770.0,2019-02-22,North
1794.0,2019-02-22,South
1725.0,2019-02-22,East
1614.0,2019-02-23,West
1518.0,2019-02-23,East
1599.0,2019-02-23,North
1743.0,2019-02-23,South
1524.0,2019-02-24,West
1692.0,2019-02-24,North
1755.0,2019-02-24,South
1653.0,2019-02-24,East
1713.0,2019-02-25,East
1578.0,2019-02-25,West
1635.0,2019-02-25,North
1734.0,2019-02-25,South
1656.0,2019-02-26,West
1506.0,2019-02-26,East
1566.0,2019-02-26,North
1653.0,2019-02-26,South
1593.0,2019-02-27,North
1545.0,2019-02-27,South
1734.0,2019-02-27,East
1635.0,2019-02-27,West
1599.0,2019-02-28,West
1710.0,2019-02-28,North
1569.0,2019-02-28,South
1731.0,2019-02-28,East
1593.0,2019-03-01,North
1707.0,2019-03-01,South
1638.0,2019-03-01,East
1539.0,2019-03-01,West
1794.0,2019-03-02,South
1608.0,2019-03-02,East
1782.0,2019-03-02,North
1689.0,2019-03-02,West
1611.0,2019-03-03,West
1593.0,2019-03-03,East
1518.0,2019-03-03,South
1698.0,2019-03-03,North
1587.0,2019-03-04,North
1686.0,2019-03-04,South
1518.0,2019-03-04,East
1632.0,2019-03-04,West
1743.0,2019-03-05,East
1557.0,2019-03-05,West
1566.0,2019-03-05,North
1569.0,2019-03-05,South
1746.0,2019-03-06,North
1662.0,2019-03-06,South
1674.0,2019-03-06,East
1608.0,2019-03-06,West
1674.0,2019-03-07,West
1551.0,2019-03-07,North
1581.0,2019-03-07,South
1560.0,2019-03-07,East
1617.0,2019-03-08,East
1797.0,2019-03-08,West
1521.0,2019-03-08,North
1782.0,2019-03-08,South
1533.0,2019-03-09,North
1749.0,2019-03-09,South
1656.0,2019-03-09,East
1644.0,2019-03-09,West
1545.0,2019-03-10,North
1776.0,2019-03-10,South
1650.0,2019-03-10,East
1737.0,2019-03-10,West
1692.0,2019-03-11,West
1689.0,2019-03-11,East
1722.0,2019-03-11,South
1659.0,2019-03-11,North
1518.0,2019-03-12,North
1581.0,2019-03-12,South
1626.0,2019-03-12,East
1668.0,2019-03-12,West
1653.0,2019-03-13,West
1524.0,2019-03-13,North
1797.0,2019-03-13,South
1542.0,2019-03-13,East
1692.0,2019-03-14,East
1704.0,2019-03-14,West
1677.0,2019-03-14,North
1524.0,2019-03-14,South
1647.0,2019-03-15,North
1671.0,2019-03-15,South
1563.0,2019-03-15,East
1650.0,2019-03-15,West
1563.0,2019-03-16,North
1680.0,2019-03-16,South
1728.0,2019-03-16,East
1680.0,2019-03-16,West
1671.0,2019-03-17,West
1545.0,2019-03-17,East
1683.0,2019-03-17,North
1638.0,2019-03-17,South
1701.0,2019-03-18,North
1515.0,2019-03-18,South
1764.0,2019-03-18,East
1668.0,2019-03-18,West
1677.0,2019-03-19,North
1752.0,2019-03-19,South
1635.0,2019-03-19,East
1605.0,2019-03-19,West
1779.0,2019-03-20,West
1608.0,2019-03-20,East
1596.0,2019-03-20,South
1635.0,2019-03-20,North
1776.0,2019-03-21,North
1635.0,2019-03-21,South
1791.0,2019-03-21,East
1779.0,2019-03-21,West
1731.0,2019-03-22,West
1746.0,2019-03-22,North
1545.0,2019-03-22,South
1767.0,2019-03-22,East
1797.0,2019-03-23,West
1686.0,2019-03-23,East
1509.0,2019-03-23,South
1734.0,2019-03-23,North
1755.0,2019-03-24,West
1566.0,2019-03-24,North
1557.0,2019-03-24,South
1797.0,2019-03-24,East
1554.0,2019-03-25,East
1734.0,2019-03-25,West
1650.0,2019-03-25,North
1500.0,2019-03-25,South
1557.0,2019-03-26,West
1797.0,2019-03-26,East
1701.0,2019-03-26,North
1782.0,2019-03-26,South
1668.0,2019-03-27,North
1575.0,2019-03-27,South
1608.0,2019-03-27,East
1527.0,2019-03-27,West
1767.0,2019-03-28,East
1557.0,2019-03-28,West
1518.0,2019-03-28,North
1509.0,2019-03-28,South
1605.0,2019-03-29,North
1686.0,2019-03-29,South
1656.0,2019-03-29,East
1653.0,2019-03-29,West
1710.0,2019-03-30,West
1722.0,2019-03-30,North
1593.0,2019-03-30,South
1557.0,2019-03-30,East
1653.0,2019-03-31,East
1572.0,2019-03-31,West
1785.0,2019-03-31,North
1710.0,2019-03-31,South
1512.0,2019-04-01,North
1794.0,2019-04-01,South
1569.0,2019-04-01,East
1608.0,2019-04-01,West
1623.0,2019-04-02,North
1791.0,2019-04-02,South
1785.0,2019-04-02,East
1629.0,2019-04-02,West
1518.0,2019-04-03,West
1695.0,2019-04-03,East
1626.0,2019-04-03,South
1539.0,2019-04-03,North
1530.0,2019-04-04,North
1683.0,2019-04-04,South
1662.0,2019-04-04,East
1632.0,2019-04-04,West
1614.0,2019-04-05,North
1605.0,2019-04-05,South
1662.0,2019-04-05,East
1713.0,2019-04-05,West
1557.0,2019-04-06,West
1716.0,2019-04-06,East
1713.0,2019-04-06,South
1749.0,2019-04-06,North
1605.0,2019-04-07,North
1635.0,2019-04-07,South
1518.0,2019-04-07,East
1632.0,2019-04-07,West
1743.0,2019-04-08,East
1575.0,2019-04-08,West
1713.0,2019-04-08,North
1779.0,2019-04-08,South
1728.0,2019-04-09,North
1719.0,2019-04-09,South
1755.0,2019-04-09,East
1617.0,2019-04-09,West
1638.0,2019-04-10,West
1542.0,2019-04-10,North
1626.0,2019-04-10,South
1509.0,2019-04-10,East
1569.0,2019-04-11,East
1635.0,2019-04-11,West
1581.0,2019-04-11,North
1680.0,2019-04-11,South
1539.0,2019-04-12,North
1587.0,2019-04-12,South
1593.0,2019-04-12,East
1581.0,2019-04-12,West
1515.0,2019-04-13,North
1611.0,2019-04-13,South
1644.0,2019-04-13,East
1794.0,2019-04-13,West
1764.0,2019-04-14,West
1722.0,2019-04-14,East
1737.0,2019-04-14,South
1500.0,2019-04-14,North
1530.0,2019-04-15,North
1602.0,2019-04-15,South
1524.0,2019-04-15,East
1770.0,2019-04-15,West
1713.0,2019-04-16,West
1596.0,2019-04-16,North
1668.0,2019-04-16,South
1584.0,2019-04-16,East
1647.0,2019-04-17,East
1509.0,2019-04-17,West
1569.0,2019-04-17,North
1686.0,2019-04-17,South
1590.0,2019-04-18,North
1650.0,2019-04-18,South
1557.0,2019-04-18,East
1575.0,2019-04-18,West
1524.0,2019-04-19,East
1512.0,2019-04-19,West
1773.0,2019-04-19,North
1629.0,2019-04-19,South
1521.0,2019-04-20,North
1653.0,2019-04-20,South
1584.0,2019-04-20,East
1713.0,2019-04-20,West
1629.0,2019-04-21,West
1683.0,2019-04-21,North
1749.0,2019-04-21,South
1545.0,2019-04-21,East
1671.0,2019-04-22,East
1650.0,2019-04-22,West
1533.0,2019-04-22,North
1587.0,2019-04-22,South
1668.0,2019-04-23,North
1674.0,2019-04-23,South
1728.0,2019-04-23,East
1518.0,2019-04-23,West
1554.0,2019-04-24,North
1719.0,2019-04-24,South
1746.0,2019-04-24,East
1665.0,2019-04-24,West
1764.0,2019-04-25,West
1725.0,2019-04-25,East
1692.0,2019-04-25,South
1503.0,2019-04-25,North
1710.0,2019-04-26,North
1635.0,2019-04-26,South
1764.0,2019-04-26,East
1758.0,2019-04-26,West
1620.0,2019-04-27,West
1740.0,2019-04-27,North
1776.0,2019-04-27,South
1740.0,2019-04-27,East
1578.0,2019-04-28,East
1503.0,2019-04-28,West
1566.0,2019-04-28,North
1704.0,2019-04-28,South
1602.0,2019-04-29,North
1791.0,2019-04-29,South
1752.0,2019-04-29,East
1800.0,2019-04-29,West
1719.0,2019-04-30,North
1767.0,2019-04-30,South
1500.0,2019-04-30,East
1623.0,2019-04-30,West
1542.0,2019-05-01,West
1731.0,2019-05-01,East
1665.0,2019-05-01,North
1800.0,2019-05-01,South
1575.0,2019-05-02,North
1548.0,2019-05-02,South
1797.0,2019-05-02,East
1521.0,2019-05-02,West
1560.0,2019-05-03,North
1521.0,2019-05-03,South
1605.0,2019-05-03,East
1740.0,2019-05-03,West
1749.0,2019-05-04,West
1629.0,2019-05-04,East
1743.0,2019-05-04,South
1617.0,2019-05-04,North
1512.0,2019-05-05,North
1746.0,2019-05-05,South
1530.0,2019-05-05,East
1611.0,2019-05-05,West
1560.0,2019-05-06,West
1569.0,2019-05-06,North
1689.0,2019-05-06,South
1557.0,2019-05-06,East
1644.0,2019-05-07,West
1620.0,2019-05-07,East
1695.0,2019-05-07,South
1650.0,2019-05-07,North
1650.0,2019-05-08,West
1800.0,2019-05-08,North
1515.0,2019-05-08,South
1785.0,2019-05-08,East
1665.0,2019-05-09,East
1767.0,2019-05-09,West
1797.0,2019-05-09,North
1641.0,2019-05-09,South
1725.0,2019-05-10,East
1557.0,2019-05-10,West
1500.0,2019-05-10,North
1788.0,2019-05-10,South
1614.0,2019-05-11,West
1650.0,2019-05-11,East
1503.0,2019-05-11,North
1518.0,2019-05-11,South
1743.0,2019-05-12,North
1524.0,2019-05-12,South
1761.0,2019-05-12,East
1743.0,2019-05-12,West
1563.0,2019-05-13,North
1716.0,2019-05-13,South
1560.0,2019-05-13,East
1614.0,2019-05-13,West
1614.0,2019-05-14,West
1635.0,2019-05-14,East
1617.0,2019-05-14,North
1761.0,2019-05-14,South
1509.0,2019-05-15,North
1650.0,2019-05-15,South
1755.0,2019-05-15,East
1569.0,2019-05-15,West
1605.0,2019-05-16,North
1695.0,2019-05-16,South
1662.0,2019-05-16,East
1605.0,2019-05-16,West
1752.0,2019-05-17,West
1620.0,2019-05-17,East
1731.0,2019-05-17,North
1590.0,2019-05-17,South
1533.0,2019-05-18,North
1737.0,2019-05-18,South
1608.0,2019-05-18,East
1662.0,2019-05-18,West
1650.0,2019-05-19,West
1797.0,2019-05-19,North
1728.0,2019-05-19,South
1686.0,2019-05-19,East
1668.0,2019-05-20,West
1785.0,2019-05-20,East
1695.0,2019-05-20,North
1752.0,2019-05-20,South
1794.0,2019-05-21,East
1515.0,2019-05-21,North
1683.0,2019-05-21,South
1533.0,2019-05-21,West
1722.0,2019-05-22,West
1761.0,2019-05-22,East
1761.0,2019-05-22,South
1599.0,2019-05-22,North
1740.0,2019-05-23,West
1641.0,2019-05-23,East
1626.0,2019-05-23,North
1668.0,2019-05-23,South
1650.0,2019-05-24,North
1623.0,2019-05-24,South
1653.0,2019-05-24,East
1773.0,2019-05-24,West
1788.0,2019-05-25,North
1581.0,2019-05-25,South
1677.0,2019-05-25,East
1569.0,2019-05-25,West
1542.0,2019-05-26,West
1638.0,2019-05-26,East
1791.0,2019-05-26,North
1617.0,2019-05-26,South
1590.0,2019-05-27,North
1704.0,2019-05-27,South
1680.0,2019-05-27,East
1527.0,2019-05-27,West
1560.0,2019-05-28,East
1533.0,2019-05-28,West
1755.0,2019-05-28,South
1635.0,2019-05-28,North
1599.0,2019-05-29,North
1677.0,2019-05-29,South
1581.0,2019-05-29,East
1680.0,2019-05-29,West
1692.0,2019-05-30,North
1644.0,2019-05-30,South
1716.0,2019-05-30,East
1761.0,2019-05-30,West
1605.0,2019-05-31,West
1716.0,2019-05-31,North
1764.0,2019-05-31,South
1677.0,2019-05-31,East
1548.0,2019-06-01,East
1689.0,2019-06-01,West
1680.0,2019-06-01,North
1695.0,2019-06-01,South
1557.0,2019-06-02,East
1644.0,2019-06-02,West
1755.0,2019-06-02,North
1707.0,2019-06-02,South
1749.0,2019-06-03,West
1581.0,2019-06-03,East
1719.0,2019-06-03,North
1680.0,2019-06-03,South
1602.0,2019-06-04,North
1704.0,2019-06-04,South
1602.0,2019-06-04,East
1554.0,2019-06-04,West
1632.0,2019-06-05,North
1560.0,2019-06-05,South
1647.0,2019-06-05,East
1560.0,2019-06-05,West
1746.0,2019-06-06,West
1614.0,2019-06-06,East
1662.0,2019-06-06,North
1545.0,2019-06-06,South
1713.0,2019-06-07,North
1668.0,2019-06-07,South
1503.0,2019-06-07,East
1758.0,2019-06-07,West
1656.0,2019-06-08,North
1560.0,2019-06-08,South
1710.0,2019-06-08,East
1677.0,2019-06-08,West
1797.0,2019-06-09,West
1782.0,2019-06-09,East
1782.0,2019-06-09,North
1665.0,2019-06-09,South
1698.0,2019-06-10,North
1689.0,2019-06-10,South
1623.0,2019-06-10,East
1767.0,2019-06-10,West
1635.0,2019-06-11,North
1563.0,2019-06-11,South
1785.0,2019-06-11,East
1521.0,2019-06-11,West
1728.0,2019-06-12,North
1515.0,2019-06-12,South
1548.0,2019-06-12,East
1677.0,2019-06-12,West
1587.0,2019-06-13,East
1773.0,2019-06-13,West
1587.0,2019-06-13,North
1719.0,2019-06-13,South
1509.0,2019-06-14,West
1773.0,2019-06-14,East
1680.0,2019-06-14,South
1557.0,2019-06-14,North
1602.0,2019-06-15,North
1794.0,2019-06-15,South
1764.0,2019-06-15,East
1785.0,2019-06-15,West
1662.0,2019-06-16,North
1563.0,2019-06-16,South
1671.0,2019-06-16,East
1533.0,2019-06-16,West
1566.0,2019-06-17,West
1536.0,2019-06-17,East
1587.0,2019-06-17,North
1512.0,2019-06-17,South
1767.0,2019-06-18,North
1614.0,2019-06-18,South
1776.0,2019-06-18,East
1728.0,2019-06-18,West
1614.0,2019-06-19,East
1734.0,2019-06-19,West
1572.0,2019-06-19,South
1614.0,2019-06-19,North
1566.0,2019-06-20,North
